modpos_hex,order,row,ms,speed,bpm,note
0x0b14,11,20,71325.5,5,128,
0x0b15,11,21,71423.1,5,128,
0x0b16,11,22,71520.8,5,128,
0x0b17,11,23,71618.4,5,128,
0x0b18,11,24,71716.1,5,128,
0x0b19,11,25,71813.8,5,128,
0x0b1a,11,26,71911.4,5,128,
0x0b1b,11,27,72009.1,5,128,
0x0b1c,11,28,72106.7,5,128,
0x0b1d,11,29,72204.4,5,128,
0x0b1e,11,30,72302.0,5,128,
0x0b1f,11,31,72399.7,5,128,
0x0b20,11,32,72497.3,5,128,
0x0b21,11,33,72595.0,5,128,
0x0b22,11,34,72692.7,5,128,
0x0b23,11,35,72790.3,5,128,
0x0b24,11,36,72888.0,5,128,
0x0b25,11,37,72985.6,5,128,
0x0b26,11,38,73083.3,5,128,
0x0b27,11,39,73180.9,5,128,
0x0b28,11,40,73278.6,5,128,
0x0b29,11,41,73376.3,5,128,
0x0b2a,11,42,73473.9,5,128,
0x0b2b,11,43,73571.6,5,128,
0x0b2c,11,44,73669.2,5,128,
0x0b2d,11,45,73766.9,5,128,
0x0b2e,11,46,73864.5,5,128,
0x0b2f,11,47,73962.2,5,128,
0x0b30,11,48,74059.8,5,128,
0x0b31,11,49,74157.5,5,128,
0x0b32,11,50,74255.2,5,128,
0x0b33,11,51,74352.8,5,128,
0x0b34,11,52,74450.5,5,128,
0x0b35,11,53,74548.1,5,128,
0x0b36,11,54,74645.8,5,128,
0x0b37,11,55,74743.4,5,128,
0x0b38,11,56,74841.1,5,128,
0x0b39,11,57,74938.8,5,128,
0x0b3a,11,58,75036.4,5,128,
0x0b3b,11,59,75134.1,5,128,
0x0b3c,11,60,75231.7,5,128,
0x0b3d,11,61,75329.4,5,128,
0x0b3e,11,62,75427.0,5,128,
0x0b3f,11,63,75524.7,5,128,
0x0c00,12,0,75622.3,5,128,
0x0c01,12,1,75720.0,5,128,
0x0c02,12,2,75817.7,5,128,
0x0c03,12,3,75915.3,5,128,
0x0c04,12,4,76013.0,5,128,
0x0c05,12,5,76110.6,5,128,
0x0c06,12,6,76208.3,5,128,
0x0c07,12,7,76305.9,5,128,
0x0c08,12,8,76403.6,5,128,
0x0c09,12,9,76501.3,5,128,
0x0c0a,12,10,76598.9,5,128,
0x0c0b,12,11,76696.6,5,128,
0x0c0c,12,12,76794.2,5,128,
0x0c0d,12,13,76891.9,5,128,
0x0c0e,12,14,76989.5,5,128,
0x0c0f,12,15,77087.2,5,128,
0x0c10,12,16,77184.8,5,128,
0x0c11,12,17,77282.5,5,128,
0x0c12,12,18,77380.2,5,128,
0x0c13,12,19,77477.8,5,128,
0x0c14,12,20,77575.5,5,128,
0x0c15,12,21,77673.1,5,128,
0x0c16,12,22,77770.8,5,128,
0x0c17,12,23,77868.4,5,128,
0x0c18,12,24,77966.1,5,128,
0x0c19,12,25,78063.8,5,128,
0x0c1a,12,26,78161.4,5,128,
0x0c1b,12,27,78259.1,5,128,
0x0c1c,12,28,78356.7,5,128,
0x0c1d,12,29,78454.4,5,128,
0x0c1e,12,30,78552.0,5,128,
0x0c1f,12,31,78649.7,5,128,
0x0c20,12,32,78747.3,5,128,
0x0c21,12,33,78845.0,5,128,
0x0c22,12,34,78942.7,5,128,
0x0c23,12,35,79040.3,5,128,
0x0c24,12,36,79138.0,5,128,
0x0c25,12,37,79235.6,5,128,
0x0c26,12,38,79333.3,5,128,
0x0c27,12,39,79430.9,5,128,
0x0c28,12,40,79528.6,5,128,
0x0c29,12,41,79626.3,5,128,
0x0c2a,12,42,79723.9,5,128,
0x0c2b,12,43,79821.6,5,128,
0x0c2c,12,44,79919.2,5,128,
0x0c2d,12,45,80016.9,5,128,
0x0c2e,12,46,80114.5,5,128,
0x0c2f,12,47,80212.2,5,128,
0x0c30,12,48,80309.8,5,128,
0x0c31,12,49,80407.5,5,128,
0x0c32,12,50,80505.2,5,128,
0x0c33,12,51,80602.8,5,128,
0x0c34,12,52,80700.5,5,128,
0x0c35,12,53,80798.1,5,128,
0x0c36,12,54,80895.8,5,128,
0x0c37,12,55,80993.4,5,128,
0x0c38,12,56,81091.1,5,128,
0x0c39,12,57,81188.8,5,128,
0x0c3a,12,58,81286.4,5,128,
0x0c3b,12,59,81384.1,5,128,
0x0c3c,12,60,81481.7,5,128,
0x0c3d,12,61,81579.4,5,128,
0x0c3e,12,62,81677.0,5,128,
0x0c3f,12,63,81774.7,5,128,
0x0d00,13,0,81872.3,5,128,
0x0d01,13,1,81970.0,5,128,
0x0d02,13,2,82067.7,5,128,
0x0d03,13,3,82165.3,5,128,
0x0d04,13,4,82263.0,5,128,
0x0d05,13,5,82360.6,5,128,
0x0d06,13,6,82458.3,5,128,
0x0d07,13,7,82555.9,5,128,
0x0d08,13,8,82653.6,5,128,
0x0d09,13,9,82751.3,5,128,
0x0d0a,13,10,82848.9,5,128,
0x0d0b,13,11,82946.6,5,128,
0x0d0c,13,12,83044.2,5,128,
0x0d0d,13,13,83141.9,5,128,
0x0d0e,13,14,83239.5,5,128,
0x0d0f,13,15,83337.2,5,128,
0x0d10,13,16,83434.8,5,128,
0x0d11,13,17,83532.5,5,128,
0x0d12,13,18,83630.2,5,128,
0x0d13,13,19,83727.8,5,128,
0x0d14,13,20,83825.5,5,128,
0x0d15,13,21,83923.1,5,128,
0x0d16,13,22,84020.8,5,128,
0x0d17,13,23,84118.4,5,128,
0x0d18,13,24,84216.1,5,128,
0x0d19,13,25,84313.8,5,128,
0x0d1a,13,26,84411.4,5,128,
0x0d1b,13,27,84509.1,5,128,
0x0d1c,13,28,84606.7,5,128,
0x0d1d,13,29,84704.4,5,128,
0x0d1e,13,30,84802.0,5,128,
0x0d1f,13,31,84899.7,5,128,
0x0d20,13,32,84997.3,5,128,
0x0d21,13,33,85095.0,5,128,
0x0d22,13,34,85192.7,5,128,
0x0d23,13,35,85290.3,5,128,
0x0d24,13,36,85388.0,5,128,
0x0d25,13,37,85485.6,5,128,
0x0d26,13,38,85583.3,5,128,
0x0d27,13,39,85680.9,5,128,
0x0d28,13,40,85778.6,5,128,
0x0d29,13,41,85876.3,5,128,
0x0d2a,13,42,85973.9,5,128,
0x0d2b,13,43,86071.6,5,128,
0x0d2c,13,44,86169.2,5,128,
0x0d2d,13,45,86266.9,5,128,
0x0d2e,13,46,86364.5,5,128,
0x0d2f,13,47,86462.2,5,128,
0x0d30,13,48,86559.8,5,128,
0x0d31,13,49,86657.5,5,128,
0x0d32,13,50,86755.2,5,128,
0x0d33,13,51,86852.8,5,128,
0x0d34,13,52,86950.5,5,128,
0x0d35,13,53,87048.1,5,128,
0x0d36,13,54,87145.8,5,128,
0x0d37,13,55,87243.4,5,128,
0x0d38,13,56,87341.1,5,128,
0x0d39,13,57,87438.8,5,128,
0x0d3a,13,58,87536.4,5,128,
0x0d3b,13,59,87634.1,5,128,
0x0d3c,13,60,87731.7,5,128,
0x0d3d,13,61,87829.4,5,128,
0x0d3e,13,62,87927.0,5,128,
0x0d3f,13,63,88024.7,5,128,
0x0e00,14,0,88122.3,5,128,
0x0e01,14,1,88220.0,5,128,
0x0e02,14,2,88317.7,5,128,
0x0e03,14,3,88415.3,5,128,
0x0e04,14,4,88513.0,5,128,
0x0e05,14,5,88610.6,5,128,
0x0e06,14,6,88708.3,5,128,
0x0e07,14,7,88805.9,5,128,
0x0e08,14,8,88903.6,5,128,
0x0e09,14,9,89001.3,5,128,
0x0e0a,14,10,89098.9,5,128,
0x0e0b,14,11,89196.6,5,128,
0x0e0c,14,12,89294.2,5,128,
0x0e0d,14,13,89391.9,5,128,
0x0e0e,14,14,89489.5,5,128,
0x0e0f,14,15,89587.2,5,128,
0x0e10,14,16,89684.8,5,128,
0x0e11,14,17,89782.5,5,128,
0x0e12,14,18,89880.2,5,128,
0x0e13,14,19,89977.8,5,128,
0x0e14,14,20,90075.5,5,128,
0x0e15,14,21,90173.1,5,128,
0x0e16,14,22,90270.8,5,128,
0x0e17,14,23,90368.4,5,128,
0x0e18,14,24,90466.1,5,128,
0x0e19,14,25,90563.8,5,128,
0x0e1a,14,26,90661.4,5,128,
0x0e1b,14,27,90759.1,5,128,
0x0e1c,14,28,90856.7,5,128,
0x0e1d,14,29,90954.4,5,128,
0x0e1e,14,30,91052.0,5,128,
0x0e1f,14,31,91149.7,5,128,
0x0e20,14,32,91247.3,5,128,
0x0e21,14,33,91345.0,5,128,
0x0e22,14,34,91442.7,5,128,
0x0e23,14,35,91540.3,5,128,
0x0e24,14,36,91638.0,5,128,
0x0e25,14,37,91735.6,5,128,
0x0e26,14,38,91833.3,5,128,
0x0e27,14,39,91930.9,5,128,
0x0e28,14,40,92028.6,5,128,
0x0e29,14,41,92126.3,5,128,
0x0e2a,14,42,92223.9,5,128,
0x0e2b,14,43,92321.6,5,128,
0x0e2c,14,44,92419.2,5,128,
0x0e2d,14,45,92516.9,5,128,
0x0e2e,14,46,92614.5,5,128,
0x0e2f,14,47,92712.2,5,128,
0x0e30,14,48,92809.8,5,128,
0x0e31,14,49,92907.5,5,128,
0x0e32,14,50,93005.2,5,128,
0x0e33,14,51,93102.8,5,128,
0x0e34,14,52,93200.5,5,128,
0x0e35,14,53,93298.1,5,128,
0x0e36,14,54,93395.8,5,128,
0x0e37,14,55,93493.4,5,128,
0x0e38,14,56,93591.1,5,128,
0x0e39,14,57,93688.8,5,128,
0x0e3a,14,58,93786.4,5,128,
0x0e3b,14,59,93884.1,5,128,
0x0e3c,14,60,93981.7,5,128,
0x0e3d,14,61,94079.4,5,128,
0x0e3e,14,62,94177.0,5,128,
0x0e3f,14,63,94274.7,5,128,
0x0f00,15,0,94372.3,5,128,
0x0f01,15,1,94470.0,5,128,
0x0f02,15,2,94567.7,5,128,
0x0f03,15,3,94665.3,5,128,
0x0f04,15,4,94763.0,5,128,
0x0f05,15,5,94860.6,5,128,
0x0f06,15,6,94958.3,5,128,
0x0f07,15,7,95055.9,5,128,
0x0f08,15,8,95153.6,5,128,
0x0f09,15,9,95251.3,5,128,
0x0f0a,15,10,95348.9,5,128,
0x0f0b,15,11,95446.6,5,128,
0x0f0c,15,12,95544.2,5,128,
0x0f0d,15,13,95641.9,5,128,
0x0f0e,15,14,95739.5,5,128,
0x0f0f,15,15,95837.2,5,128,
0x0f10,15,16,95934.8,5,128,
0x0f11,15,17,96032.5,5,128,
0x0f12,15,18,96130.2,5,128,
0x0f13,15,19,96227.8,5,128,
0x0f14,15,20,96325.5,5,128,
0x0f15,15,21,96423.1,5,128,
0x0f16,15,22,96520.8,5,128,
0x0f17,15,23,96618.4,5,128,
0x0f18,15,24,96716.1,5,128,
0x0f19,15,25,96813.8,5,128,
0x0f1a,15,26,96911.4,5,128,
0x0f1b,15,27,97009.1,5,128,
0x0f1c,15,28,97106.7,5,128,
0x0f1d,15,29,97204.4,5,128,
0x0f1e,15,30,97302.0,5,128,
0x0f1f,15,31,97399.7,5,128,
0x0f20,15,32,97497.3,5,128,
0x0f21,15,33,97595.0,5,128,
0x0f22,15,34,97692.7,5,128,
0x0f23,15,35,97790.3,5,128,
0x0f24,15,36,97888.0,5,128,
0x0f25,15,37,97985.6,5,128,
0x0f26,15,38,98083.3,5,128,
0x0f27,15,39,98180.9,5,128,
0x0f28,15,40,98278.6,5,128,
0x0f29,15,41,98376.3,5,128,
0x0f2a,15,42,98473.9,5,128,
0x0f2b,15,43,98571.6,5,128,
0x0f2c,15,44,98669.2,5,128,
0x0f2d,15,45,98766.9,5,128,
0x0f2e,15,46,98864.5,5,128,
0x0f2f,15,47,98962.2,5,128,
0x0f30,15,48,99059.8,5,128,
0x0f31,15,49,99157.5,5,128,
0x0f32,15,50,99255.2,5,128,
0x0f33,15,51,99352.8,5,128,
0x0f34,15,52,99450.5,5,128,
0x0f35,15,53,99548.1,5,128,
0x0f36,15,54,99645.8,5,128,
0x0f37,15,55,99743.4,5,128,
0x0f38,15,56,99841.1,5,128,
0x0f39,15,57,99938.8,5,128,
0x0f3a,15,58,100036.4,5,128,
0x0f3b,15,59,100134.1,5,128,
0x0f3c,15,60,100231.7,5,128,
0x0f3d,15,61,100329.4,5,128,
0x0f3e,15,62,100427.0,5,128,
0x0f3f,15,63,100524.7,5,128,
0x1000,16,0,100622.3,5,128,
0x1001,16,1,100720.0,5,128,
0x1002,16,2,100817.7,5,128,
0x1003,16,3,100915.3,5,128,
0x1004,16,4,101013.0,5,128,
0x1005,16,5,101110.6,5,128,
0x1006,16,6,101208.3,5,128,
0x1007,16,7,101305.9,5,128,
0x1008,16,8,101403.6,5,128,
0x1009,16,9,101501.3,5,128,
0x100a,16,10,101598.9,5,128,
0x100b,16,11,101696.6,5,128,
0x100c,16,12,101794.2,5,128,
0x100d,16,13,101891.9,5,128,
0x100e,16,14,101989.5,5,128,
0x100f,16,15,102087.2,5,128,
0x1010,16,16,102184.8,5,128,
0x1011,16,17,102282.5,5,128,
0x1012,16,18,102380.2,5,128,
0x1013,16,19,102477.8,5,128,
0x1014,16,20,102575.5,5,128,
0x1015,16,21,102673.1,5,128,
0x1016,16,22,102770.8,5,128,
0x1017,16,23,102868.4,5,128,
0x1018,16,24,102966.1,5,128,
0x1019,16,25,103063.8,5,128,
0x101a,16,26,103161.4,5,128,
0x101b,16,27,103259.1,5,128,
0x101c,16,28,103356.7,5,128,
0x101d,16,29,103454.4,5,128,
0x101e,16,30,103552.0,5,128,
0x101f,16,31,103649.7,5,128,
0x1020,16,32,103747.3,5,128,
0x1021,16,33,103845.0,5,128,
0x1022,16,34,103942.7,5,128,
0x1023,16,35,104040.3,5,128,
0x1024,16,36,104138.0,5,128,
0x1025,16,37,104235.6,5,128,
0x1026,16,38,104333.3,5,128,
0x1027,16,39,104430.9,5,128,
0x1028,16,40,104528.6,5,128,
0x1029,16,41,104626.3,5,128,
0x102a,16,42,104723.9,5,128,
0x102b,16,43,104821.6,5,128,
0x102c,16,44,104919.2,5,128,
0x102d,16,45,105016.9,5,128,
0x102e,16,46,105114.5,5,128,
0x102f,16,47,105212.2,5,128,
0x1030,16,48,105309.8,5,128,
0x1031,16,49,105407.5,5,128,
0x1032,16,50,105505.2,5,128,
0x1033,16,51,105602.8,5,128,
0x1034,16,52,105700.5,5,128,
0x1035,16,53,105798.1,5,128,
0x1036,16,54,105895.8,5,128,
0x1037,16,55,105993.4,5,128,
0x1038,16,56,106091.1,5,128,
0x1039,16,57,106188.8,5,128,
0x103a,16,58,106286.4,5,128,
0x103b,16,59,106384.1,5,128,
0x103c,16,60,106481.7,5,128,
0x103d,16,61,106579.4,5,128,
0x103e,16,62,106677.0,5,128,
0x103f,16,63,106774.7,5,128,
0x1100,17,0,106872.3,5,128,
0x1101,17,1,106970.0,5,128,
0x1102,17,2,107067.7,5,128,
0x1103,17,3,107165.3,5,128,
0x1104,17,4,107263.0,5,128,
0x1105,17,5,107360.6,5,128,
0x1106,17,6,107458.3,5,128,
0x1107,17,7,107555.9,5,128,
0x1108,17,8,107653.6,5,128,
0x1109,17,9,107751.3,5,128,
0x110a,17,10,107848.9,5,128,
0x110b,17,11,107946.6,5,128,
0x110c,17,12,108044.2,5,128,
0x110d,17,13,108141.9,5,128,
0x110e,17,14,108239.5,5,128,
0x110f,17,15,108337.2,5,128,
0x1110,17,16,108434.8,5,128,
0x1111,17,17,108532.5,5,128,
0x1112,17,18,108630.2,5,128,
0x1113,17,19,108727.8,5,128,
0x1114,17,20,108825.5,5,128,
0x1115,17,21,108923.1,5,128,
0x1116,17,22,109020.8,5,128,
0x1117,17,23,109118.4,5,128,
0x1118,17,24,109216.1,5,128,
0x1119,17,25,109313.8,5,128,
0x111a,17,26,109411.4,5,128,
0x111b,17,27,109509.1,5,128,
0x111c,17,28,109606.7,5,128,
0x111d,17,29,109704.4,5,128,
0x111e,17,30,109802.0,5,128,
0x111f,17,31,109899.7,5,128,
0x1120,17,32,109997.3,5,128,
0x1121,17,33,110095.0,5,128,
0x1122,17,34,110192.7,5,128,
0x1123,17,35,110290.3,5,128,
0x1124,17,36,110388.0,5,128,
0x1125,17,37,110485.6,5,128,
0x1126,17,38,110583.3,5,128,
0x1127,17,39,110680.9,5,128,
0x1128,17,40,110778.6,5,128,
0x1129,17,41,110876.3,5,128,
0x112a,17,42,110973.9,5,128,
0x112b,17,43,111071.6,5,128,
0x112c,17,44,111169.2,5,128,
0x112d,17,45,111266.9,5,128,
0x112e,17,46,111364.5,5,128,
0x112f,17,47,111462.2,5,128,
0x1130,17,48,111559.8,5,128,
0x1131,17,49,111657.5,5,128,
0x1132,17,50,111755.2,5,128,
0x1133,17,51,111852.8,5,128,
0x1134,17,52,111950.5,5,128,
0x1135,17,53,112048.1,5,128,
0x1136,17,54,112145.8,5,128,
0x1137,17,55,112243.4,5,128,
0x1138,17,56,112341.1,5,128,
0x1139,17,57,112438.8,5,128,
0x113a,17,58,112536.4,5,128,
0x113b,17,59,112634.1,5,128,
0x113c,17,60,112731.7,5,128,
0x113d,17,61,112829.4,5,128,
0x113e,17,62,112927.0,5,128,
0x113f,17,63,113024.7,5,128,
0x1200,18,0,113122.3,5,128,
0x1201,18,1,113220.0,5,128,
0x1202,18,2,113317.7,5,128,
0x1203,18,3,113415.3,5,128,
0x1204,18,4,113513.0,5,128,
0x1205,18,5,113610.6,5,128,
0x1206,18,6,113708.3,5,128,
0x1207,18,7,113805.9,5,128,
0x1208,18,8,113903.6,5,128,
0x1209,18,9,114001.3,5,128,
0x120a,18,10,114098.9,5,128,
0x120b,18,11,114196.6,5,128,
0x120c,18,12,114294.2,5,128,
0x120d,18,13,114391.9,5,128,
0x120e,18,14,114489.5,5,128,
0x120f,18,15,114587.2,5,128,
0x1210,18,16,114684.8,5,128,
0x1211,18,17,114782.5,5,128,
0x1212,18,18,114880.2,5,128,
0x1213,18,19,114977.8,5,128,
0x1214,18,20,115075.5,5,128,
0x1215,18,21,115173.1,5,128,
0x1216,18,22,115270.8,5,128,
0x1217,18,23,115368.4,5,128,
0x1218,18,24,115466.1,5,128,
0x1219,18,25,115563.8,5,128,
0x121a,18,26,115661.4,5,128,
0x121b,18,27,115759.1,5,128,
0x121c,18,28,115856.7,5,128,
0x121d,18,29,115954.4,5,128,
0x121e,18,30,116052.0,5,128,
0x121f,18,31,116149.7,5,128,
0x1220,18,32,116247.3,5,128,
0x1221,18,33,116345.0,5,128,
0x1222,18,34,116442.7,5,128,
0x1223,18,35,116540.3,5,128,
0x1224,18,36,116638.0,5,128,
0x1225,18,37,116735.6,5,128,
0x1226,18,38,116833.3,5,128,
0x1227,18,39,116930.9,5,128,
0x1228,18,40,117028.6,5,128,
0x1229,18,41,117126.3,5,128,
0x122a,18,42,117223.9,5,128,
0x122b,18,43,117321.6,5,128,
0x122c,18,44,117419.2,5,128,
0x122d,18,45,117516.9,5,128,
0x122e,18,46,117614.5,5,128,
0x122f,18,47,117712.2,5,128,
0x1230,18,48,117809.8,5,128,
0x1231,18,49,117907.5,5,128,
0x1232,18,50,118005.2,5,128,
0x1233,18,51,118102.8,5,128,
0x1234,18,52,118200.5,5,128,
0x1235,18,53,118298.1,5,128,
0x1236,18,54,118395.8,5,128,
0x1237,18,55,118493.4,5,128,
0x1238,18,56,118591.1,5,128,
0x1239,18,57,118688.8,5,128,
0x123a,18,58,118786.4,5,128,
0x123b,18,59,118884.1,5,128,
0x123c,18,60,118981.7,5,128,
0x123d,18,61,119079.4,5,128,
0x123e,18,62,119177.0,5,128,
0x123f,18,63,119274.7,5,128,
0x1300,19,0,119372.3,5,128,
0x1301,19,1,119470.0,5,128,
0x1302,19,2,119567.7,5,128,
0x1303,19,3,119665.3,5,128,
0x1304,19,4,119763.0,5,128,
0x1305,19,5,119860.6,5,128,
0x1306,19,6,119958.3,5,128,
0x1307,19,7,120055.9,5,128,
0x1308,19,8,120153.6,5,128,
0x1309,19,9,120251.3,5,128,
0x130a,19,10,120348.9,5,128,
0x130b,19,11,120446.6,5,128,
0x130c,19,12,120544.2,5,128,
0x130d,19,13,120641.9,5,128,
0x130e,19,14,120739.5,5,128,
0x130f,19,15,120837.2,5,128,
0x1310,19,16,120934.8,5,128,
0x1311,19,17,121032.5,5,128,
0x1312,19,18,121130.2,5,128,
0x1313,19,19,121227.8,5,128,
0x1314,19,20,121325.5,5,128,
0x1315,19,21,121423.1,5,128,
0x1316,19,22,121520.8,5,128,
0x1317,19,23,121618.4,5,128,
0x1318,19,24,121716.1,5,128,
0x1319,19,25,121813.8,5,128,
0x131a,19,26,121911.4,5,128,
0x131b,19,27,122009.1,5,128,
0x131c,19,28,122106.7,5,128,
0x131d,19,29,122204.4,5,128,
0x131e,19,30,122302.0,5,128,
0x131f,19,31,122399.7,5,128,
0x1320,19,32,122497.3,5,128,
0x1321,19,33,122595.0,5,128,
0x1322,19,34,122692.7,5,128,
0x1323,19,35,122790.3,5,128,
0x1324,19,36,122888.0,5,128,
0x1325,19,37,122985.6,5,128,
0x1326,19,38,123083.3,5,128,
0x1327,19,39,123180.9,5,128,
0x1328,19,40,123278.6,5,128,
0x1329,19,41,123376.3,5,128,
0x132a,19,42,123473.9,5,128,
0x132b,19,43,123571.6,5,128,
0x132c,19,44,123669.2,5,128,
0x132d,19,45,123766.9,5,128,
0x132e,19,46,123864.5,5,128,
0x132f,19,47,123962.2,5,128,
0x1330,19,48,124059.8,5,128,
0x1331,19,49,124157.5,5,128,
0x1332,19,50,124255.2,5,128,
0x1333,19,51,124352.8,5,128,
0x1334,19,52,124450.5,5,128,
0x1335,19,53,124548.1,5,128,
0x1336,19,54,124645.8,5,128,
0x1337,19,55,124743.4,5,128,
0x1338,19,56,124841.1,5,128,
0x1339,19,57,124938.8,5,128,
0x133a,19,58,125036.4,5,128,
0x133b,19,59,125134.1,5,128,
0x133c,19,60,125231.7,5,128,
0x133d,19,61,125329.4,5,128,
0x133e,19,62,125427.0,5,128,
0x133f,19,63,125524.7,5,128,
0x1400,20,0,125622.3,5,128,
0x1401,20,1,125720.0,5,125,
0x1402,20,2,125820.0,5,125,
0x1403,20,3,125920.0,5,125,
0x1404,20,4,126020.0,5,125,
0x1405,20,5,126120.0,5,125,
0x1406,20,6,126220.0,5,125,
0x1407,20,7,126320.0,5,125,
0x1408,20,8,126420.0,5,125,
0x1409,20,9,126520.0,5,125,
0x140a,20,10,126620.0,5,125,
0x140b,20,11,126720.0,5,125,
0x140c,20,12,126820.0,5,125,
0x140d,20,13,126920.0,5,125,
0x140e,20,14,127020.0,5,125,
0x140f,20,15,127120.0,5,125,
0x1410,20,16,127220.0,5,125,
0x1411,20,17,127320.0,5,125,
0x1412,20,18,127420.0,5,125,
0x1413,20,19,127520.0,5,125,
0x1414,20,20,127620.0,5,125,
0x1415,20,21,127720.0,5,125,
0x1416,20,22,127820.0,5,125,
0x1417,20,23,127920.0,5,125,
0x1418,20,24,128020.0,5,125,
0x1419,20,25,128120.0,5,125,
0x141a,20,26,128220.0,5,125,
0x141b,20,27,128320.0,5,125,
0x141c,20,28,128420.0,5,125,
0x141d,20,29,128520.0,5,125,
0x141e,20,30,128620.0,5,125,
0x141f,20,31,128720.0,5,125,
0x1420,20,32,128820.0,5,125,
0x1421,20,33,128920.0,5,125,
0x1422,20,34,129020.0,5,125,
0x1423,20,35,129120.0,5,125,
0x1424,20,36,129220.0,5,125,
0x1425,20,37,129320.0,5,125,
0x1426,20,38,129420.0,5,125,
0x1427,20,39,129520.0,5,125,
0x1428,20,40,129620.0,5,125,
0x1429,20,41,129720.0,5,125,
0x142a,20,42,129820.0,5,125,
0x142b,20,43,129920.0,5,125,
0x142c,20,44,130020.0,5,125,
0x142d,20,45,130120.0,5,125,
0x142e,20,46,130220.0,5,125,
0x142f,20,47,130320.0,5,125,
0x1430,20,48,130420.0,5,125,
0x1431,20,49,130520.0,5,125,
0x1432,20,50,130620.0,5,125,
0x1433,20,51,130720.0,5,125,
0x1434,20,52,130820.0,5,125,
0x1435,20,53,130920.0,5,125,
0x1436,20,54,131020.0,5,125,
0x1437,20,55,131120.0,5,125,
0x1438,20,56,131220.0,5,125,
0x1439,20,57,131320.0,5,125,
0x143a,20,58,131420.0,5,125,
0x143b,20,59,131520.0,5,125,
0x143c,20,60,131620.0,5,125,
0x143d,20,61,131720.0,5,125,
0x143e,20,62,131820.0,5,125,
0x143f,20,63,131920.0,5,125,
0x1500,21,0,132020.0,5,125,
0x1501,21,1,132120.0,5,125,
0x1502,21,2,132220.0,5,125,
0x1503,21,3,132320.0,5,125,
0x1504,21,4,132420.0,5,125,
0x1505,21,5,132520.0,5,125,
0x1506,21,6,132620.0,5,125,
0x1507,21,7,132720.0,5,125,
0x1508,21,8,132820.0,5,125,
0x1509,21,9,132920.0,5,125,
0x150a,21,10,133020.0,5,125,
0x150b,21,11,133120.0,5,125,
0x150c,21,12,133220.0,5,125,
0x150d,21,13,133320.0,5,125,
0x150e,21,14,133420.0,5,125,
0x150f,21,15,133520.0,5,125,
0x1510,21,16,133620.0,5,125,
0x1511,21,17,133720.0,5,125,
0x1512,21,18,133820.0,5,125,
0x1513,21,19,133920.0,5,125,
0x1514,21,20,134020.0,5,125,
0x1515,21,21,134120.0,5,125,
0x1516,21,22,134220.0,5,125,
0x1517,21,23,134320.0,5,125,
0x1518,21,24,134420.0,5,125,
0x1519,21,25,134520.0,5,125,
0x151a,21,26,134620.0,5,125,
0x151b,21,27,134720.0,5,125,
0x151c,21,28,134820.0,5,125,
0x151d,21,29,134920.0,5,125,
0x151e,21,30,135020.0,5,125,
0x151f,21,31,135120.0,5,125,
0x1520,21,32,135220.0,5,125,
0x1521,21,33,135320.0,5,125,
0x1522,21,34,135420.0,5,125,
0x1523,21,35,135520.0,5,125,
0x1524,21,36,135620.0,5,125,
0x1525,21,37,135720.0,5,125,
0x1526,21,38,135820.0,5,125,
0x1527,21,39,135920.0,5,125,
0x1528,21,40,136020.0,5,125,
0x1529,21,41,136120.0,5,125,
0x152a,21,42,136220.0,5,125,
0x152b,21,43,136320.0,5,125,
0x152c,21,44,136420.0,5,125,
0x152d,21,45,136520.0,5,125,
0x152e,21,46,136620.0,5,125,
0x152f,21,47,136720.0,5,125,
0x1530,21,48,136820.0,5,125,
0x1531,21,49,136920.0,5,125,
0x1532,21,50,137020.0,5,125,
0x1533,21,51,137120.0,5,125,
0x1534,21,52,137220.0,5,125,
0x1535,21,53,137320.0,5,125,
0x1536,21,54,137420.0,5,125,
0x1537,21,55,137520.0,5,125,
0x1538,21,56,137620.0,5,125,
0x1539,21,57,137720.0,5,125,
0x153a,21,58,137820.0,5,125,
0x153b,21,59,137920.0,5,125,
0x153c,21,60,138020.0,5,125,
0x153d,21,61,138120.0,5,125,
0x153e,21,62,138220.0,5,125,
0x153f,21,63,138320.0,5,125,
0x1600,22,0,138420.0,5,125,
0x1601,22,1,138520.0,5,125,
0x1602,22,2,138620.0,5,125,
0x1603,22,3,138720.0,5,125,
0x1604,22,4,138820.0,5,125,
0x1605,22,5,138920.0,5,125,
0x1606,22,6,139020.0,5,125,
0x1607,22,7,139120.0,5,125,
0x1608,22,8,139220.0,5,125,
0x1609,22,9,139320.0,5,125,
0x160a,22,10,139420.0,5,125,
0x160b,22,11,139520.0,5,125,
0x160c,22,12,139620.0,5,125,
0x160d,22,13,139720.0,5,125,
0x160e,22,14,139820.0,5,125,
0x160f,22,15,139920.0,5,125,
0x1610,22,16,140020.0,5,125,
0x1611,22,17,140120.0,5,125,
0x1612,22,18,140220.0,5,125,
0x1613,22,19,140320.0,5,125,
0x1614,22,20,140420.0,5,125,
0x1615,22,21,140520.0,5,125,
0x1616,22,22,140620.0,5,125,
0x1617,22,23,140720.0,5,125,
0x1618,22,24,140820.0,5,125,
0x1619,22,25,140920.0,5,125,
0x161a,22,26,141020.0,5,125,
0x161b,22,27,141120.0,5,125,
0x161c,22,28,141220.0,5,125,
